Protein.Group	Protein.Names	Genes	First.Protein.Description	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_1_A50414_RD1_1_10360.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_2_A50418_RD5_1_10374.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_3_A50422_RD9_1_10382.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_4_A50426_RD13_1_10390.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_5_A50430_RD17_1_10398.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_1_A50417_RD4_1_10372.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_2_A50421_RD8_1_10380.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_3_A50425_RD12_1_10388.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_4_A50429_RD16_1_10396.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_5_A50433_RD20_1_10404.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_1_A50415_RD2_1_10368.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_2_A50419_RD6_1_10376.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_3_A50423_RD10_1_10384.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_4_A50427_RD14_1_10392.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_5_A50431_RD18_1_10400.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_1_A50416_RD3_1_10370.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_2_A50420_RD7_1_10378.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_3_A50424_RD11_1_10386.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_4_A50428_RD15_1_10394.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_5_A50432_RD19_1_10402.d
O94806	KPCD3_HUMAN	PRKD3		15365.1	12618.8	14849.4	14477.8	13807.4	11792.8	10278.3	12665.7	10058.4	14233.6	13644.4	10102.8	16524.2	20641.8	9886.87		9548.23	13854.4	16436.7	14845.5
O94817	ATG12_HUMAN	ATG12		33394.9	20514.2	17643	22899.6	21588.1	42616	25788.2	34587.6	25867.4	31836.5	26116.2	29519.1	26687.8	19548.9	31514.8	23736.9	23953.9	16676.4	24500.4	31382.8
O94819	KBTBB_HUMAN	KBTBD11		170017	150876	137562	155806	198940	99614.2	98586.1	158385	95709.9	97329	186804	134567	154200	77239.3	174769	84008.1	104228	99652.9	81130.4	124671
O94822	LTN1_HUMAN	LTN1		56630.2	60901	60270.8	66854	70667.7	61337	51448.4	55206.5	63850.8	60618.8	67829.8	55705.4	50080.2	52624.4	64870	51469.1	46303.7	50602	58516.8	56626.3
O94826	TOM70_HUMAN	TOMM70		528912	402693	403300	403898	478996	413221	448713	497813	388376	372451	448273	359089	409994	447345	413314	375468	395396	428136	321916	503251
O94829	IPO13_HUMAN	IPO13		83473.5	149796	140082	119152	142891	49474.7	104870	152008	139196	91525.9	137114	95042.8	75990.4	102071	116982	45725.9	33858.8	76471.8	72095.8	64791.6
O94830	DDHD2_HUMAN	DDHD2		51576.6	36285.4	38637.3	41017	40866.3	30009	34119.4	42130.1	34431.9	37301.2	32451	35607.7	38746.9	33978.2	30782.3	33979.9	37253.3	29599	50134.6	37580.8
O94842	TOX4_HUMAN	TOX4		44822.3	63449	85326.9	126794	106208	111976	130036	49937.4	72610.3	110458	68772.3	90203.4	115181	84837	97723	72822.3	89344.6	48641.4	87768.5	116730
O94851	MICA2_HUMAN	MICAL2		25755.7	38594.6	39058.4	49442.6	33236.2	26843	32611.5	32113.1	36998.6	36405.1	25246.6	35707.9	42084.9	33917.5	34828.7	36078.9	29360	30936.5	38458.5	42413
O94854	K0754_HUMAN	MACF1									13064												
O94855	SC24D_HUMAN	SEC24D		270634	221221	225104	246830	218564	264862	216790	224254	214920	206779	220763	252602	223491	205460	204563	170322	175083	164005	116743	180609
O94864	ST65G_HUMAN	SUPT7L		12052	14306.5	20085.1	20962.8	14342.7	19372.9	15935.4	21779.5	23012.8	19230.6	15791.5	16139.3	22893.2	23547.9	23626.6	17253.3	21832.8	24056.8	32559.1	21131.9
O94868	FCSD2_HUMAN	FCHSD2		35241.5	26137.1	38878.8	31051.6	40527.6	48157.4	42427	24808.9	40040.6	39398.2	27624.8	34337.3	35565.5	41902.6	38298.8	53326.5	39393	34767.4	28725.3	22599.8
O94874	UFL1_HUMAN	UFL1		287486	268558	272858	288221	274700	339931	322642	283237	305120	310634	257388	285373	299744	340915	282532	287708	313156	292993	277260	273400
O94876	TMCC1_HUMAN	TMCC1		6811.81	12529.4	12068	9064	11268.7	9732.62	14602.5	10166.9	15892.3	8270.6	9824.59	8278.8	7851.49	6655.1	17225.5		8020.96	12838.1	4619.34	6031.74
O94880	PHF14_HUMAN	PHF14		72692.2	59524.2	61764.9	68834.5	64107.1	62527.7	68490.1	58348.7	65512.7	71629.6	67207.3	69375.8	69388.1	61313.6	59653.3	75590.1	72651.5	69906.7	81862.7	83587.8
O94885	SASH1_HUMAN	SASH1		57132.8	64870.5	51154.3	53175.9	54634.7	40046.5	46453.3	54590.2	52293.7	52317.4	56696.6	68419.2	53470.5	49451.9	54594.9	38941.1	46904.2	39702.8	44164	39038
O94886	CSCL1_HUMAN	TMEM63A		79827	76321.4	116800	119113	100411	92357.4	87945	84206	73846.1	93665.3	60435.1	101479	93815.9	115107	71990.1	76668	93824.2	104828	102170	111904
O94887	FARP2_HUMAN	FARP2		32091.4	49043.2	25625.4	35112.1	22288.5	34811.5	35828	27181.5	31765.3	26703.2	37073.5	31468	18586.2	29004.5	29018.6	33187.8	30263.8	54176.4		31721
O94888	UBXN7_HUMAN	UBXN7		98104.2	97545.6	98850.5	108566	114020	104947	112205	108962	101555	109248	95408.5	100094	102854	82278	99126	65341	84974	70380.5	70557.5	85847.9
O94901	SUN1_HUMAN	SUN1		35490.8	36150.4	39904.6	44702.7	41121.6	44222.4	56235.5	33469.9	46773.7	36878.7	40933.6	52506.4	42219.2	45739.8	40032.6	52947.7	75478.5	60524.8	74098.4	75123.9
O94903	PLPHP_HUMAN	PLPBP		438551	442826	484678	631107	460358	363311	592411	375121	686865	623105	509355	522678	556833	478108	554885	381962	599410	537986	341479	517507
O94905	ERLN2_HUMAN	ERLIN2		998066	916623	947418	1.16735e+06	1.07403e+06	1.33435e+06	1.12424e+06	868490	1.00969e+06	1.132e+06	917932	960332	999985	1.21579e+06	960577	1.58142e+06	1.4551e+06	1.25432e+06	1.74992e+06	1.62165e+06
O94906	PRP6_HUMAN	PRPF6		328355	242370	260040	248801	224955	405880	299728	283965	262510	263752	256309	244445	275468	461996	284086	329320	408919	438959	448689	303505
O94913	PCF11_HUMAN	PCF11		59503.1	55265.1	55655.2	53439.8	66229	77291.8	64832.6	73689.7	67453.1	71567.8	61957.8	53704.7	51377.5	55599.8	49027.3	80836.5	72106.7	66674.1	62168.8	60997.9
O94915	FRYL_HUMAN	FRYL		122143	154590	117382	118849	108924	127298	104720	116256	128394	112626	176805	138066	128913	209953	138841	128737	118995	95756.3	104544	94125.5
O94916	NFAT5_HUMAN	NFAT5		12577.2	11649.1		7212.94	8568.82	14060.8	15157.9	9602.71	11825.2		7856.89	11881.2		6322.6	14957.1	17160.9	17335.8	15090.9	13349.5	14812.2
O94919	ENDD1_HUMAN	ENDOD1		59539.8	66870.1	42567.2	57693.2	42636	86042.2	68111.2	45002.2	46525.9	44074.6	61446.8	60293.2	67092.8	56192.8	36422.9	91306.4	73302.8	88090.5	109836	67673.4
O94923	GLCE_HUMAN	GLCE		13450	19330.5	13189.4	15022.4	18135.6	20840.6	18504.9	20265	13095.6	17694.8	12107.1	16957.7	18477.2	12354	14584.4		16409.4	14592.7	23349.4	17625.2
O94925	GLSK_HUMAN	GLS		227376	300013	270346	150021	145054	287216	350226	151972	307036	324710	205732	197268	235013	308054	226629	454023	432421	410118	200720	259904
O94927	HAUS5_HUMAN	HAUS5		96337.6	94146.6	96562.5	88363.8	83169.9	100683	98628.9	79380.7	94339.6	96002.9	92879.1	96724	89593.4	93178.2	81812.6	97674.4	87414.3	83454.9	91560.9	82998.3
O94941	RNF37_HUMAN	UBOX5		6914.62	10186.3	12249.1	14007.7	14086.8	3667.46	9970.59	12944.8	6843.24	10071.5	9952.82	6430.76	10852.5	3208.78	10991.1		6737.22	13669.2	8284.57	9147.54
O94953	KDM4B_HUMAN	KDM4B		21386.1	37555.2	38559.7	32449.2	36950.4	24136.7	36246.3	34305.2	42219.6	40114.8	31677.2	34009.8	33421.5	38821.8	32499.9	29434.4	31165.5	35403	31163.3	36531
O94964	MTCL2_HUMAN	MTCL2		22628.2	20082.6	20115.9	23513.9	25202.9	21095.6	21607.7	18870.8	24435.8	20690.1	22795.4	23542.4	24558	24353.4	22020.1	18105.9	20928.5	17424.2	17102.2	16354.6
O94966	UBP19_HUMAN	USP19		78583.7	71486.6	67707.5	65930.4	70491.4	79630	76347.7	77563.4	70025.8	71105.5	76223	75696.4	63923.5	60809.2	66320.9	70271.8	67916.6	60845.1	59234.1	67744.3
O94967	WDR47_HUMAN	WDR47		27964.8	27885.4	29784	31207.4	29129.1	51661	48709.1	35744.6	44206.7	47125.5	28757.5	32062.6	26662.9	39384.2	33545.7	40850.8	37368.3	34725.8	29790.6	29440.9
O94973	AP2A2_HUMAN	AP2A2		235743	279968	258904	248026	253307	233718	263966	255785	264910	249323	230269	252893	232174	220493	250609	168288	226005	214212	157524	196235
O94979	SC31A_HUMAN	SEC31A		398541	425522	419439	380894	422171	430271	404879	426643	428313	410034	445347	384133	360950	388903	453186	298168	313838	297323	260056	286348
O94985	CSTN1_HUMAN	CLSTN1		40542.5	46239.1	52651.4	41290.5	50586.1	46906.7	43644.3	42463.4	44195.2	43080.9	38972.1	34640	39046.3	55486.9	40253.9	69740.4	36973.9	32558.9	43234.8	42633.1
O94986	CE152_HUMAN	CEP152		18304.4	26710.6	17062.4	17939.9	17757.8	25907.1	24498.5	23977.8	19969.5	22305.3	20186.7	19726.1	22742.2	21348.6	18102	38149.4	32913.3	21910.8	25080.3	20495.8
O94992	HEXI1_HUMAN	HEXIM1		78954.9	69780.6	95187.7	71306.8	84084.2	101137	117380	104857	144762	140245	74368.9	72293.8	116679	71421.1	83360.6	92293.4	66413.4	75489.3	106539	85858.9
O95057	DIRA1_HUMAN	DIRAS1		14014.3	9794.16	12321.6	15004	15914.8	3615.47				9638.25		10063.7		17639.4	6744.68		8063.81			16358.3
O95059	RPP14_HUMAN	RPP14		9572.83	6348.16	7027.59	15952.8	13431.7	14233.8	10063.2	16394.4	12165.6	14055	8774.28	12819.2	10207	5476.01	14858.6	4218.24	11274.7	11605.4	16170.9	13018.2
O95067	CCNB2_HUMAN	CCNB2		79683.9	46269.1	40713.9	48025.3	41401.8	76140.4	51739.1	42539.3	40468	39524.6	45691.2	45741	52735.3	52416.3	34437.3	57986.5	58442.9	53971.1	36750.3	44519.9
O95070	YIF1A_HUMAN	YIF1A		27985.9	17982.8	22494.6	27729.8	28353.4	27495.6	29059.6	29128.8	28449.5	29790.6	36343.8	24089.6	22589.9	20530.4	18646.7	33794.8	34243	48265.1	40151.6	37139.7
O95071	UBR5_HUMAN	UBR5		210226	204152	189837	193467	194207	203061	187609	194414	186062	189102	205771	204065	171677	181032	187695	238153	262100	252708	226713	234842
O95081	AGFG2_HUMAN	AGFG2		21331.9	18981.8	20979.3	17612.3	23267.5	17019.1	19095.7	18705.7	21229.2	23165.8	16640.8	18872.7	16028.5	14581.4	19776.5	10459	11564.2	15459	7173.4	18511.3
O95104	SCAF4_HUMAN	SCAF4		189090	215231	206264	209161	222066	213780	202748	204559	210026	170108	207895	179582	225840	210063	186137	284744	178176	219301	263864	215318
O95125	ZN202_HUMAN	ZNF202		14093.8	15022	11823.2	11777.4	14189.5	12193.5	21100.1	12917.7	12336.3	16471.3	17085.6	13763.8	15935.1	16684.2	16820.4	18394	17531.9		16589.2	15781.5
O95139	NDUB6_HUMAN	NDUFB6		115448	169462	162015	116469	126709	151497	168094	128165	161891	156346	158009	114015	115958	148197	167147	281360	245934	258782	239995	155486
O95140	MFN2_HUMAN	MFN2		129114	95065.4	97265.8	114833	80826	108409	87276.2	116727	97096.2	99622.6	136965	96418.4	99077.5	98550.2	100367	107027	133140	111303	132028	105579
O95149	SPN1_HUMAN	SNUPN		140351	164342	192112	198274	203113	164544	147171	149770	127007	156402	140833	220459	213345	165979	148041	114466	96559.9	131624	180399	150048
O95155	UBE4B_HUMAN	UBE4B		79329.9	75153.8	81044.8	82755.6	85675	74054.4	77793.8	77940.5	70094.4	70170.9	66790.4	87921.4	76210.6	60873.4	73678.5	56331.1	71111.8	72698	53318.2	69487.3
O95159	ZFPL1_HUMAN	ZFPL1		78879.5	79212.9	80154.2	82552.1	79194.5	94609.3	88752.3	80963.8	80033.7	83687.6	68332.2	83371.9	83452.6	91782.2	71534	75363.5	73698.8	70442.3	55615.6	84469.5
O95163	ELP1_HUMAN	ELP1		93435.8	94443.8	101989	80571.9	93819.8	95379.3	88194.7	90770.4	86936.8	96729.8	84927.6	85396.3	83621.6	84208.6	92355.6	76815.2	87677.8	101352	87459.7	72571.3
O95166	GBRAP_HUMAN	GABARAP		220622	138653	203431	268123	251248	134934	127828	218411	152726	183097	193889	240308	207415	87937.4	198350	131452	93246.4	82915.4	205960	207326
O95167	NDUA3_HUMAN	NDUFA3		8980.28			30626.1	17660.4	3812.54		12940.8				21084	18906.1							24850.7
O95168	NDUB4_HUMAN	NDUFB4		270789	306002	310112	210107	218604	321087	339418	210441	301499	288597	277520	257511	313990	332150	263479	555058	497599	439561	428273	356893
O95169	NDUB8_HUMAN	NDUFB8		39744.2	47435.9	32665.3	37693.7	34389.7	19157.1	37371.8	30461.1	29997.3	41650.6	44935.3	30005.9	45742	20247.6	39880.3	41273.1	26819.6	30813.9	52401.2	27300.9
O95180	CAC1H_HUMAN	CACNA1H		7700.73	9226.67	3103.14		10061.9	13695.4	12162.4		16677.8					18760.5		10673.8		7059.07		52797.1
O95182	NDUA7_HUMAN	NDUFA7		175158	166507	157167	154656	164654	174568	159774	187836	166101	161165	150702	173363	142639	157169	144934	247068	215124	208762	215434	212047
O95183	VAMP5_HUMAN	VAMP5		9529.7					55252.1							18896.3						101632	18614.7
O95197	RTN3_HUMAN	RTN3		604460	600293	804656	764506	744202	763906	671602	605988	616411	538180	525827	567339	648182	522009	686570	790853	823242	1.0241e+06	925254	820237
O95199	RCBT2_HUMAN	RCBTB2		8777.97	13447	13923.6	11391.8	12454.4	10742.6	12657.2	12444.5	14051.4	13789.6	11482.6	10841.9	9761.6	9043.91	13780.5		12386	16358.5	7377.31	10281.6
O95202	LETM1_HUMAN	LETM1		293599	218388	235001	296001	238089	346547	305794	218659	259604	276732	219407	288837	302623	406175	231564	492557	350170	290164	364508	441586
O95210	STBD1_HUMAN	STBD1		49190.5	51140	56300.3	64624.2	59769	44478.6	41620.8	60418.8	37206.7	44468	34029.6	51115.2	57239.8	45868.5	54650.2	27589.2	39320.9	57652.5		60458.9
O95214	LERL1_HUMAN	LEPROTL1		18512.6	19940.6	43298.8	43031.3	40188.4	15290.7	25139.6	29214.6	29872.3	30389.3	13692	21549.2	16884.3	29155.5	27619.1	26429.9	16470.9	32629.2	10232.4	53586.9
O95218	ZRAB2_HUMAN	ZRANB2		161061	121331	154643	177805	215749	212708	191423	170763	162230	193393	120980	158503	169477	199234	161126	254209	292382	278986	126953	139836
O95219	SNX4_HUMAN	SNX4		75149.2	72696	71774.7	65977.4	70031.4	79009.8	68098.1	73981.3	68623.3	68856.3	59553	73307.9	89765.8	50193.8	71032.8	65235.3	61617.5	68765.5	65777.1	54769.9
O95229	ZWINT_HUMAN	ZWINT		33754.9	42091.1	42398.4	48919.8	55734.1	55018.3	45823.8	39917	44235.4	46868.1	43890	51495.7	42041.8	43177.3	43424.5	52356.7	43778.6	28857.2	31193.4	41942.7
O95232	LC7L3_HUMAN	LUC7L3		201172	168164	176037	215635	190317	235779	193351	174797	173987	191711	142134	211168	216773	170161	157417	177165	192730	183432	164471	222769
O95235	KI20A_HUMAN	KIF20A		56867.6	48677.4	47157.4	46289	50517.1	56537.3	44782	50385.2	55068.1	50598.7	50130.7	40426.3	44924.9	40041.1	46481.7	59292.2	53559.4	59395.7	54609.1	52612.2
O95239	KIF4A_HUMAN	KIF4A		167842	143296	142556	138020	147539	193123	165243	144959	171165	163072	165264	142979	144009	160316	144601	203493	190468	204579	240873	196163
O95243	MBD4_HUMAN	MBD4		50094.3	50513.5	45998.6	44695.5	58775.1	44834.3	47836.5	46804.8	51620.8	50197.3	49013	49923.4	43677.3	44092.5	44478.7	50842	50998.3	49800.8	48785.7	61627.4
O95248	MTMR5_HUMAN	SBF1		40724.6	52879.8	46089.9	37677.9	42862.9	49130.7	38102	51499	42096	40145.3	45476.5	51903.2	52883.8	57652.5	59878.7	36926.6	37506.6	43635	35901.9	33553
O95249	GOSR1_HUMAN	GOSR1		115693	100565	90428.3	91717.9	105570	99760.8	101430	119533	107209	92641.2	107971	117208	80063.4	86099.1	110129	105580	96067.2	89319.9	67507.2	82409.7
O95251	KAT7_HUMAN	KAT7		69962.8	67698.3	70751.4	71576	70098.8	85863.3	81160	57076.8	74359.7	75526.5	56886.4	75172.7	81090.4	76645.4	65580.6	96865.5	96596.4	98698.3	97909.5	79196.4
O95260	ATE1_HUMAN	ATE1		14872.8	19790.9	13419.8	21242.3	17928.1	24822.2	18533.5	20362.6	28035.1	22145.6	11360.5	21409.1	20484.6	18284.9	11992.5		15378.4	15175.8	19303.7	18852.4
O95271	TNKS1_HUMAN	TNKS		24744.5	22884.4	24973.4	21968.8	24358.6	32488.2	29527.6	31668.3	31796.8	28085.3	32288.9	22768	29245.1	22844.9	26668.8	28945.1	27502.1	28880.4	21704.5	23115.6
O95273	CCDB1_HUMAN	CCNDBP1		25395.2	16567.5	35917.8	19087.6	36379.3	8960.53	6241.04	36215.4	21222.3	12623.5	19529.5	26553.7	15583.3	9129.35	27561.6	7624.23			6577.8	15872.4
O95292	VAPB_HUMAN	VAPB		142702	157629	157604	135198	152701	152552	147302	156805	159657	152415	147740	140228	115242	148278	151954	119014	115046	102278	113071	120571
O95295	SNAPN_HUMAN	SNAPIN		18475.9	18074.6	21203.3	18639.2	21211.5	19255	23911.3	29365.8	25531.4	25945.4	22042.1	21032.6	23999.5	31089.3	28359.4	21854.1	17854.6	25546.2	26789.2	18745.2
O95297	MPZL1_HUMAN	MPZL1		13286.3	13893	14355.8	11181.6	19042.9	17042.4	10341.3	14837.1	11229	11249.4		8808.83	8298.3	15090.6	14827.6		9848.22		11404.3	13177.5
O95298	NDUC2_HUMAN	NDUFC2		397865	318599	337996	362014	390958	270384	288756	415631	338730	310040	344856	373423	342013	277135	345841	399990	436856	436086	514770	490178
O95299	NDUAA_HUMAN	NDUFA10		139550	151278	152979	145358	145293	163596	162454	120887	188457	178074	144710	155981	171175	174363	143905	168590	165848	152904	200010	186936
O95302	FKBP9_HUMAN	FKBP9		81972.9	96219.1	87738.4	100022	99913.6	155647	106258	82131.1	85705.9	101811	80607.2	91301.7	107269	110784	81498.6	150882	141568	99116.5	130542	124814
O95319	CELF2_HUMAN	CELF2		236147	255055	281035	282040	253344	284733	303834	194521	298483	328993	222392	253564	309319	328856	278276	217422	340615	272828	228340	266222
O95336	6PGL_HUMAN	PGLS		875640	647445	816030	823057	940874	1.20742e+06	1.01045e+06	1.0092e+06	1.00473e+06	1.04115e+06	770064	906906	997940	1.02317e+06	852120	898208	946623	757419	698037	688300
O95340	PAPS2_HUMAN	PAPSS2		29128.7	50470.3	46115.3	43353.1	49400.9	31883.7	36792.3	52076.8	36659.8	38830.9	40490.5	43242.4	39547.8	43360.9	45516.6	16375.2	33170.9	38653.7	37450.4	41538.5
O95347	SMC2_HUMAN	SMC2		299520	268746	269907	263141	245729	349361	288712	237745	302571	311230	275828	252838	274049	291290	244697	259794	250619	243758	337182	291682
O95352	ATG7_HUMAN	ATG7		198532	222645	223580	241572	241421	203994	236106	234972	214996	221713	197126	251329	228535	236378	234469	193156	228972	221871	152870	213429
O95363	SYFM_HUMAN	FARS2		45402.4	54330.7	48623.8	45476.1	50191	58387	58669.8	39581.5	57096.1	51132.5	54415	49173.2	52557.2	47174.6	46883.6	70027.5	53881.4	51467.5	78935	45203.4
O95365	ZBT7A_HUMAN	ZBTB7A		45173.2	27526	36249.3	36062.2	44045.7	26642.8	35775.1	34499.2	56071.8	37463.4	32829.5	38045.9	41632.4	38421.4	39521.7	26282.6	24824.7	26287.9	39250.8	38644.2
O95372	LYPA2_HUMAN	LYPLA2		91841.5	64881.7	105464	97465.5	95012.8	121066	109937	125501	90215	101993	84680.7	100575	118396	138667	111211	90396.2	128357	93028.3	103711	93308.2
O95373	IPO7_HUMAN	IPO7		674794	701257	620706	674500	643572	909196	710699	558389	558810	502476	739148	586075	637580	623903	664643	353815	615450	612422	537748	582368
O95376	ARI2_HUMAN	ARIH2		46673.1	46934.6	56789.2	63591.2	55158.8	73647.6	67649.4	46129.8	56070.8	64663.7	47158.7	55836	60824.1	73475	51256.8	52352.5	58216.6	47539.1	45215.8	51135.7
O95379	TFIP8_HUMAN	TNFAIP8		66448.6	60882.4	59845.3	66652.4	89765.9	64009.1	73418.5	89845.7	71781.5	68212.8	65474.6	79948.9	57215.5	84716.5	80197.1	55759	66057.4	68926.1	37084.6	53113.7
O95382	M3K6_HUMAN	MAP3K6		26088.8	36260.7	31358	29488.4	32558.3	49958	48486	32591.6	61239.2	27615.5	38806.5	27856.2	28167.8	77738.4	45189.8	41385.5	21851.9	99123.8	21727	22465.5
O95391	SLU7_HUMAN	SLU7		26679	28647.1	34194.4	27022.3	52415.3	32222.5	36349.1	72456.9	30579.1	31927	29736.4	26938.2	43246.3	25596.4	53216.6	49907.8	49660.2	59872.7	47163.9	26759.2
O95394	AGM1_HUMAN	PGM3		64930.5	77489.8	78595.2	70502.3	73083.9	80150.7	73272.5	71910.2	84343.2	79602.2	77292.1	62665.5	65192.1	68867.5	80077.8	57311.8	65079	56255.1	56899.7	52934.9
O95396	MOCS3_HUMAN	MOCS3		52020.5	57887.6	55679.6	48976	49303.4	56649.8	58191.9	47893.7	53769.1	56308.6	47966.6	57222.5	59205.4	64339.9	49500.3	43023.3	63689.2	50077.7	32820.2	46135.3
O95400	CD2B2_HUMAN	CD2BP2		112754	132333	155760	164366	162670	158488	158464	166008	155697	160100	126158	151001	171228	184749	154512	187174	166377	160343	217895	158502
O95402	MED26_HUMAN	MED26		23113.9	21423.5	24924.8	21657.8	25520.5	32095.8	26769.1	26536	29207.3	25460.4	19265.8	27871	21613.5	28263.3	20715.2	38951.5	30062.6	44067.8	32060.3	23326.4
O95409	ZIC2_HUMAN	ZIC2		25722.7	23276.7	20668.4	23021.6	25528.4	29355	27562.1	28248.5	26152.3	23123.7	18739.6	24034.4	25450.4	19826.1	18206.7	37076.9	30260.6	32995.3	28754.6	32329.1
O95415	BRI3_HUMAN	BRI3		72769	68840.8	80855.6	72114.8	75001.2	69929.6	52964.3	65105.3	51683.4	40724.6	73310.1	68461	72079.4	65473.2	50440.5	47905.9	70727.3	79373.2	56596.6	69465
O95425	SVIL_HUMAN	SVIL		22494.3	34874.7	24342.3	26741.7	31558.9	24785.5	28145.8	23122.6	27704.7	27598.8	40181.4	20331.6	29082.1	23265.4	27403.3	19666.5	21569.3	23186.1	31578.2	24568.4
O95427	PIGN_HUMAN	PIGN		37222.3	33953.3	17808.3	41362.8	30009.5	29596.2	22529.1	32617.9	25386.6	20061	32532.5	37565.9	40674.1	22036.4	19956.1	13891.4	39678.7	38056.5	50790.2	48345.6
O95429	BAG4_HUMAN	BAG4		82986	54386.9	65877.2	66922.5	117266	58903.4	64436.7	84930.2	75852.2	56516.3	57678.2	59790.3	60669.2	60389.4	80607.3	59714.4	46959.1	67391.9	52847.8	65743.5
O95433	AHSA1_HUMAN	AHSA1		628228	703883	740162	582616	544167	788527	682890	552072	762577	731615	740012	509077	573096	678386	638940	564061	526149	514934	465896	444616
O95450	ATS2_HUMAN	ADAMTS2		29631.9	8329.72	13278.3	8326.33	14149.6	9698.29	16368.3	15725.7	17292.4	13363.9	18676.5	20563.1	11763.4	13679.4	17304.8	10437.6	17897	11498.3	28809	10493.5
O95453	PARN_HUMAN	PARN		107544	89555.4	110218	113898	105193	108634	111095	105419	121219	116772	89193.7	100876	108178	106405	100934	94715.2	114400	119968	116699	108452
O95456	PSMG1_HUMAN	PSMG1		180869	162836	165812	173868	163930	220249	171921	174563	166550	167188	176166	139730	161323	156688	154846	229207	157196	158949	116450	130789
O95466	FMNL1_HUMAN	FMNL1		148526	172222	168140	172238	193002	154979	162028	171752	159489	158303	149142	176150	165438	208421	171223	135998	182885	162444	155569	137260
O95470	SGPL1_HUMAN	SGPL1		36781.4	50442.7	47019.8	50719.8	42477.4	41697.2	51119.2	51210.5	49916.5	53796.8	45440.9	47047.7	52371.3	40393.8	45238.8	66580	51666.3	55452.8	66839.8	61142.9
O95476	CNEP1_HUMAN	CTDNEP1		53696.4	56545.4	54439.1	48891	51500.1	54270.6	48460	50103.7	49217.7	45493	46212.1	51155.5	48250.9	45084.3	52818.5	69909.2	63006.6	81227.3	83135.4	68355.8
O95477	ABCA1_HUMAN	ABCA1		19013.2	15475.7	21982.4	17414.5	20538.1	16601.1	16972	18106.6	21716.2	14143.9	15733	14030.9	20480.3	24588.5	19591.2	29177	18814.6	22607.4	28716.7	17054.3
O95478	NSA2_HUMAN	NSA2		90435.5	82873.1	72696.3	105556	101946	83641.3	76430	109555	88214.9	76345.6	96213.5	135463	95424.1	91241.3	84910.6	135595	116905	128063	125594	118324
O95479	G6PE_HUMAN	H6PD		147696	167001	168427	174361	181476	163400	181027	175357	192664	176383	148258	170510	172684	151509	173691	138268	192406	201822	224324	220549
O95486	SC24A_HUMAN	SEC24A		86159.1	92809.1	89508	88936.8	89426.4	93116.9	79918.2	85525.8	77845.5	80736.5	87531.1	88022.4	87875	92624.5	87629.4	52186.6	62647.7	63727.3	54954.9	70229
O95487	SC24B_HUMAN	SEC24B		131629	127213	121945	117065	118243	113468	120132	123793	114618	115378	125062	121847	114086	112900	123922	91306.6	106068	102167	89036.8	96013.3
O95490	AGRL2_HUMAN	ADGRL2		74464.6	66946.2	79403	92713.1	88890.8	67983.7	79262.1	78360.7	79534.9	84651.5	64341	76426.7	81880.8	74411	74381.3	82271.7	89874.9	94470.5	79733	93240
O95497	VNN1_HUMAN	VNN1				14952.9	8837.23			7969.31		6942.55	9916.55	7072.78	7867.46	72805.9		7831.46		13865.4	17290.6		11297.7
O95503	CBX6_HUMAN	CBX6		46192	38526.7	49584.4	66137.6	53476.9	27757.4	24192.6	34198.1	21973.9	23078.1	45397.6	48970.9	56412.5	38462.9	46735.5	34144.8	33875.8	35525.6	15628.1	43232.5
